,,conversion,click,cvr,click percentage of total data
1392,"houses,for,rent,to,own",3,207,0.014492753623188406,0.16648570394498732
377,"best,cash,back,credit,cards",4,203,0.019704433497536946,0.1632685888929103
45,"10,best,online,degrees",42,202,0.2079207920792079,0.16246431012989102
585,"best,retirement,annuities",1,202,0.0049504950495049506,0.16246431012989102
1304,"high,dividend,growth,stocks",12,202,0.0594059405940594,0.16246431012989102
1851,"nissan,gt,r",35,200,0.175,0.1608557526038525
2110,"retirement,income,calculator",0,198,0.0,0.15924719507781396
1208,"grants,for,college,tuition",16,198,0.08080808080808081,0.15924719507781396
814,"chrysler,300",0,193,0.0,0.15522580126271765
1629,"medicare,advantage,plans,cost",13,193,0.06735751295336788,0.15522580126271765
1837,"nissan,altima",53,190,0.2789473684210526,0.15281296497365987
2194,"scholarships,for,moms",0,188,0.0,0.15120440744762134
2451,"top,dividend,income,funds",8,186,0.043010752688172046,0.1495958499215828
530,"best,medicare,dental,plans",2,185,0.010810810810810811,0.14879157115856356
612,"best,small,businesses,to,start",1,184,0.005434782608695652,0.14798729239554428
2094,"res,lobster,discount",0,184,0.0,0.14798729239554428
162,"5,stocks,to,buy,now",0,181,0.0,0.1455744561064865
25,"10,best,credit,cards",1,180,0.005555555555555556,0.14477017734346725
1380,"hot,stocks,to,buy,now",0,175,0.0,0.14074878352837095
2642,"win,cash,now",2,173,0.011560693641618497,0.13914022600233242
2304,"student,scholarships",2,171,0.011695906432748537,0.1375316684762939
2536,"treatment,for,severe,migraine",2,171,0.011695906432748537,0.1375316684762939
870,"college,scholarships",7,171,0.04093567251461988,0.1375316684762939
1888,"no,credit,check,credit,cards",5,167,0.029940119760479042,0.13431455342421683
28,"10,best,dividend,stocks",5,162,0.030864197530864196,0.13029315960912052
1409,"how,to,apply,for,grants",2,162,0.012345679012345678,0.13029315960912052
1465,"instant,approval,credit,cards",7,161,0.043478260869565216,0.12948888084610127
1237,"grants,for,single,moms",26,160,0.1625,0.128684602083082
1034,"employee,health,insurance",1,160,0.00625,0.128684602083082
2005,"pre,approved,credit,cards",22,158,0.13924050632911392,0.12707604455704347
220,"affordable,homes,for,sale",1,156,0.00641025641025641,0.12546748703100494
1086,"find,scholarships",28,156,0.1794871794871795,0.12546748703100494
2108,"retirement,benefits,calculator",0,154,0.0,0.12385892950496642
1651,"medicare,medicaid,plans",17,151,0.11258278145695365,0.12144609321590863
1889,"no,credit,check,student,loans",5,150,0.03333333333333333,0.12064181445288938
1267,"health,care,plans",0,147,0.0,0.11822897816383159
1475,"investments,for,beginners",3,145,0.020689655172413793,0.11662042063779307
1598,"mba,degree,programs",0,143,0.0,0.11501186311175453
2604,"used,rvs,for,sale",0,143,0.0,0.11501186311175453
1614,"medical,billing,jobs",31,142,0.21830985915492956,0.11420758434873526
24,"10,best,companion,dogs",0,140,0.0,0.11259902682269675
2511,"toyota,corolla",51,139,0.3669064748201439,0.11179474805967748
2500,"top,ten,universities",5,139,0.03597122302158273,0.11179474805967748
781,"cheap,rent,to,own,houses",3,138,0.021739130434782608,0.11099046929665822
983,"dividend,stocks,to,buy",9,136,0.0661764705882353,0.1093819117706197
1384,house,4,134,0.029850746268656716,0.10777335424458118
982,"dividend,stocks,for,retirement",7,130,0.05384615384615385,0.10455623919250412
1079,"find,a,rent,to,own,home",3,130,0.023076923076923078,0.10455623919250412
569,"best,places,to,retire",1,127,0.007874015748031496,0.10214340290344633
1279,"health,insurance,jobs",0,126,0.0,0.10133912414042708
2207,"scholarships,for,women",13,125,0.104,0.10053484537740781
1901,"nursing,school,grants",18,124,0.14516129032258066,0.09973056661438855
526,"best,medicaid,plan",2,122,0.01639344262295082,0.09812200908835003
1878,"nissan,sentra",23,122,0.1885245901639344,0.09812200908835003
2028,"property,for,sale",0,121,0.0,0.09731773032533077
711,"cash,back,rewards,cards",0,120,0.0,0.09651345156231149
405,"best,credit,card,offers",4,119,0.03361344537815126,0.09570917279929224
1860,"nissan,murano",23,119,0.19327731092436976,0.09570917279929224
2637,"what,cause,migraines",4,119,0.03361344537815126,0.09570917279929224
1371,"honda,pilot",0,118,0.0,0.09490489403627297
266,"apartments,for,rent",1,118,0.00847457627118644,0.09490489403627297
915,"credit,cards,with,no,annual,fee",6,117,0.05128205128205128,0.09410061527325371
1926,"online,money,transfer",0,115,0.0,0.0924920577472152
2282,"stocks,about,to,rise",0,114,0.0,0.09168777898419593
2516,"toyota,land,cruiser",15,114,0.13157894736842105,0.09168777898419593
2346,"the,best,dividend,etfs",3,114,0.02631578947368421,0.09168777898419593
1202,"grants,for,african,american,students",2,114,0.017543859649122806,0.09168777898419593
2039,"psoriasis,skin,disorder",0,112,0.0,0.09007922145815739
627,"best,stocks,to,invest,in",0,112,0.0,0.09007922145815739
1361,"homes,for,rent,to,own",2,111,0.018018018018018018,0.08927494269513814
1555,"low,apr,credit,cards",6,110,0.05454545454545454,0.08847066393211887
2543,"tricare,health,insurance",0,109,0.0,0.08766638516909961
2467,"top,medicare,health,plans",1,109,0.009174311926605505,0.08766638516909961
2633,"weather,report",0,109,0.0,0.08766638516909961
1150,"free,online,coupons",9,108,0.08333333333333333,0.08686210640608036
104,"2018,tax,brackets",0,108,0.0,0.08686210640608036
2422,"top,5,dividend,stocks",3,107,0.028037383177570093,0.08605782764306108
1913,"online,college,programs",13,107,0.12149532710280374,0.08605782764306108
1124,"free,college,grants",4,107,0.037383177570093455,0.08605782764306108
451,"best,dividend,stocks",2,106,0.018867924528301886,0.08525354888004182
2104,"restaurants,near,you",0,104,0.0,0.0836449913540033
2375,"top,10,credit,cards",1,104,0.009615384615384616,0.0836449913540033
734,"cell,phones,for,seniors",10,103,0.0970873786407767,0.08284071259098404
800,"chevrolet,colorado",7,103,0.06796116504854369,0.08284071259098404
2359,"todays,free,coupons",4,101,0.039603960396039604,0.08123215506494551
214,"affordable,health,insurance",0,101,0.0,0.08123215506494551
60,"10,best,vanguard,funds",0,101,0.0,0.08123215506494551
592,"best,retirement,income,funds",3,101,0.0297029702970297,0.08123215506494551
1281,"health,insurance,plans",0,99,0.0,0.07962359753890698
551,"best,mutual,funds,to,invest,in",2,99,0.020202020202020204,0.07962359753890698
1765,"new,chevrolet,colorado",10,99,0.10101010101010101,0.07962359753890698
1583,"make,money,from,home",0,97,0.0,0.07801504001286846
1176,"get,a,credit,card",15,93,0.16129032258064516,0.0747979249607914
2582,"used,manufactured,homes",0,92,0.0,0.07399364619777214
1723,"money,making,crafts",0,92,0.0,0.07399364619777214
1376,"hospital,insurance,policy",0,92,0.0,0.07399364619777214
2025,"private,medical,plans",0,91,0.0,0.07318936743475288
1367,"honda,accord",4,91,0.04395604395604396,0.07318936743475288
864,"college,grants,for,veterans",3,91,0.03296703296703297,0.07318936743475288
1815,"new,toyota,corolla",21,90,0.23333333333333334,0.07238508867173363
1875,"nissan,rogue,pricing",45,89,0.5056179775280899,0.07158080990871436
2562,"united,healthcare,medicare,plans",2,88,0.022727272727272728,0.0707765311456951
404,"best,credit,card,offer",1,87,0.011494252873563218,0.06997225238267583
1201,"grants,for,african,american",3,86,0.03488372093023256,0.06916797361965657
1718,missing,13,86,0.1511627906976744,0.06916797361965657
1453,"i,want,to,rent,a,house",1,84,0.011904761904761904,0.06755941609361804
1209,"grants,for,cosmetology,school",6,84,0.07142857142857142,0.06755941609361804
298,"apply,for,student,loans",3,83,0.03614457831325301,0.06675513733059879
1426,"how,to,get,free,grant,money",0,83,0.0,0.06675513733059879
194,"adhd,scholarships,for,2019",0,83,0.0,0.06675513733059879
2619,"vitamins,for,the,thyroid",0,83,0.0,0.06675513733059879
1252,"guaranteed,approval,credit,cards",9,83,0.10843373493975904,0.06675513733059879
2063,"real,estate,for,sale",0,82,0.0,0.06595085856757953
151,"5,,interest,savings,account",0,82,0.0,0.06595085856757953
2076,"rent,a,room",0,82,0.0,0.06595085856757953
2162,"scalp,psoriasis,symptoms",0,82,0.0,0.06595085856757953
1985,"plaque,psoriasis,medication",0,81,0.0,0.06514657980456026
1717,"minority,scholarships",10,81,0.12345679012345678,0.06514657980456026
659,"best,ways,to,invest,money",0,81,0.0,0.06514657980456026
1035,"employee,medical,insurance",0,80,0.0,0.064342301041541
716,"casserole,dinner,recipes",0,79,0.0,0.06353802227852173
6,"0,,apr,credit,cards",1,79,0.012658227848101266,0.06353802227852173
1324,"high,yield,dividend,etfs",4,78,0.05128205128205128,0.06273374351550247
125,"2019,medicare,plans",0,77,0.0,0.06192946475248321
221,"affordable,house,for,rent",0,77,0.0,0.06192946475248321
2001,"poor,credit,loans",0,76,0.0,0.06112518598946395
2040,"psoriasis,skin,problem",0,76,0.0,0.06112518598946395
2180,"scholarships,for,college,students",1,76,0.013157894736842105,0.06112518598946395
1362,"homes,for,sale",0,76,0.0,0.06112518598946395
1349,"home,listings",0,76,0.0,0.06112518598946395
1562,"low,income,health,insurance",6,75,0.08,0.06032090722644469
1916,"online,degree,programs",2,75,0.02666666666666667,0.06032090722644469
420,"best,credit,cards,to,have",2,75,0.02666666666666667,0.06032090722644469
64,"10,easy,scholarships",2,74,0.02702702702702703,0.059516628463425425
2371,"top,10,cashback,credit,cards",4,74,0.05405405405405406,0.059516628463425425
2155,"samsung,cell,phones",1,74,0.013513513513513514,0.059516628463425425
978,"dividend,income,funds",5,74,0.06756756756756757,0.059516628463425425
1245,"grants,to,pay,off,debt",0,73,0.0,0.05871234970040617
190,"accredited,schools,online",19,72,0.2638888888888889,0.057908070937386896
880,"compare,credit,cards",0,71,0.0,0.05710379217436763
2531,"trade,school,grants",0,71,0.0,0.05710379217436763
1844,"nissan,armada",15,71,0.2112676056338028,0.05710379217436763
2513,"toyota,corolla,hatchback",41,71,0.5774647887323944,0.05710379217436763
1084,"find,homes,for,rent",0,71,0.0,0.05710379217436763
2059,"rail,tour,packages",0,71,0.0,0.05710379217436763
1677,"medicare,plans,for,seniors",3,71,0.04225352112676056,0.05710379217436763
2052,"quick,and,easy,scholarships",10,69,0.14492753623188406,0.05549523464832911
8,"0,,balance,transfer,credit,cards",0,68,0.0,0.05469095588530985
1379,"hot,stocks,to,buy",0,68,0.0,0.05469095588530985
1865,"nissan,nv",14,68,0.20588235294117646,0.05469095588530985
1372,"honda,ridgeline",6,68,0.08823529411764706,0.05469095588530985
738,"certified,medical,assistant,jobs",11,67,0.16417910447761194,0.05388667712229059
2504,"townhomes,for,rent",0,67,0.0,0.05388667712229059
2214,"sell,silver,coins",0,67,0.0,0.05388667712229059
1179,"get,red,lobster,coupons",0,66,0.0,0.05308239835927133
143,"3,bedroom,houses,for,rent",0,66,0.0,0.05308239835927133
469,"best,fat,burning,drinks",1,66,0.015151515151515152,0.05308239835927133
2494,"top,stocks,to,buy,now",1,65,0.015384615384615385,0.05227811959625206
2192,"scholarships,for,military,dependents",2,65,0.03076923076923077,0.05227811959625206
1858,"nissan,maxima",16,65,0.24615384615384617,0.05227811959625206
1466,"instantly,approved,credit,cards",3,65,0.046153846153846156,0.05227811959625206
241,"african,american,scholarships",4,64,0.0625,0.051473840833232795
1566,"low,income,housing,programs",1,64,0.015625,0.051473840833232795
291,"apply,for,grants,online",10,64,0.15625,0.051473840833232795
54,"10,best,sandwich,recipes",0,64,0.0,0.051473840833232795
2503,"top,vitamin,d,supplements",0,63,0.0,0.05066956207021354
1868,"nissan,pathfinder",20,62,0.3225806451612903,0.04986528330719427
227,"affordable,medical,insurance",0,62,0.0,0.04986528330719427
223,"affordable,housing",1,62,0.016129032258064516,0.04986528330719427
259,"amazon,stock,predictions",0,62,0.0,0.04986528330719427
1343,"home,based,business,ideas",0,61,0.0,0.049061004544175016
1276,"health,insurance,for,low,income",5,61,0.08196721311475409,0.049061004544175016
654,"best,way,to,brew,coffee",0,61,0.0,0.049061004544175016
282,"apply,for,credit,cards",8,61,0.13114754098360656,0.049061004544175016
965,"disability,scholarships",5,60,0.08333333333333333,0.048256725781155745
1816,"new,toyota,highlander",10,60,0.16666666666666666,0.048256725781155745
491,"best,health,insurance",0,60,0.0,0.048256725781155745
624,"best,stocks,to,buy,now",0,60,0.0,0.048256725781155745
1595,"masters,degree,scholarships",7,60,0.11666666666666667,0.048256725781155745
2463,"top,healthy,soups",0,59,0.0,0.04745244701813649
709,"cash,back,reward,cards",0,59,0.0,0.04745244701813649
1683,"medicare,supplement,plans",0,59,0.0,0.04745244701813649
453,"best,dividend,stocks,2019",2,59,0.03389830508474576,0.04745244701813649
2285,"stocks,set,to,double",0,58,0.0,0.04664816825511722
1135,"free,grants,for,college,tuition",1,58,0.017241379310344827,0.04664816825511722
1628,"medicare,advantage,plans",1,58,0.017241379310344827,0.04664816825511722
1891,"no,essay,scholarships,2019",0,58,0.0,0.04664816825511722
1151,"free,online,courses",2,58,0.034482758620689655,0.04664816825511722
566,"best,pickup,truck",0,57,0.0,0.045843889492097965
1415,"how,to,buy,stocks",0,57,0.0,0.045843889492097965
1561,"low,income,college,grants",4,57,0.07017543859649122,0.045843889492097965
2509,"toyota,camry",7,57,0.12280701754385964,0.045843889492097965
2496,"top,stocks,to,invest,in",0,56,0.0,0.045039610729078694
2376,"top,10,dividend,etfs",2,56,0.03571428571428571,0.045039610729078694
1216,"grants,for,graduate,students",8,56,0.14285714285714285,0.045039610729078694
2060,"ranches,for,sale",0,56,0.0,0.045039610729078694
2630,"ways,to,make,fast,money",0,55,0.0,0.04423533196605944
1017,"easy,scholarships,to,get",4,55,0.07272727272727272,0.04423533196605944
1700,"migraine,cause,and,treatment",3,55,0.05454545454545454,0.04423533196605944
1775,"new,ford,mustang",0,55,0.0,0.04423533196605944
328,"basic,retirement,calculator",0,54,0.0,0.04343105320304018
2554,"undergraduate,scholarships",6,54,0.1111111111111111,0.04343105320304018
859,"college,grants,for,disabled",1,54,0.018518518518518517,0.04343105320304018
2233,"shipping,container,homes,for,sale",0,54,0.0,0.04343105320304018
2023,"private,grants,for,women",1,54,0.018518518518518517,0.04343105320304018
1268,"health,insurance",2,54,0.037037037037037035,0.04343105320304018
1027,"education,scholarships",2,54,0.037037037037037035,0.04343105320304018
2286,"stocks,to,buy",0,53,0.0,0.04262677444002091
1224,"grants,for,minority,students",3,53,0.05660377358490566,0.04262677444002091
1215,"grants,for,graduate,school",6,52,0.11538461538461539,0.04182249567700165
1104,"ford,escape",0,51,0.0,0.041018216913982386
1880,"nissan,versa",22,51,0.43137254901960786,0.041018216913982386
2265,smartphones,2,51,0.0392156862745098,0.041018216913982386
846,"cna,travel,nursing,jobs",12,51,0.23529411764705882,0.041018216913982386
2159,"scalp,psoriasis",0,51,0.0,0.041018216913982386
2012,"prepaid,iphones",7,50,0.14,0.04021393815096312
149,"401k,rollover,to,roth,ira",0,50,0.0,0.04021393815096312
1037,"engineering,scholarships",2,50,0.04,0.04021393815096312
256,"all,printable,coupons",6,50,0.12,0.04021393815096312
260,"amtrak,train,routes",0,50,0.0,0.04021393815096312
717,"casseroles,for,weight,loss",0,50,0.0,0.04021393815096312
191,"activate,new,credit,cards",2,49,0.04081632653061224,0.03940965938794386
872,"college,scholarships,for,twins",0,49,0.0,0.03940965938794386
2116,"retirement,plan,chart",0,49,0.0,0.03940965938794386
1467,"interlocking,floor,tiles",0,49,0.0,0.03940965938794386
1676,"medicare,plans,comparison,chart",3,49,0.061224489795918366,0.03940965938794386
2414,"top,20,dividend,stocks",1,48,0.020833333333333332,0.0386053806249246
9,"0,per,cent,apr,credit,cards",0,48,0.0,0.0386053806249246
27,"10,best,dividend,etfs",1,48,0.020833333333333332,0.0386053806249246
2026,"private,student,loans",1,48,0.020833333333333332,0.0386053806249246
2316,"swimming,suits,for,women",0,48,0.0,0.0386053806249246
594,"best,retirement,investments",0,48,0.0,0.0386053806249246
2289,"stocks,to,buy,now",0,48,0.0,0.0386053806249246
2589,"used,nissan,cars",4,47,0.0851063829787234,0.037801101861905335
1430,"how,to,get,your,spouse,back",0,47,0.0,0.037801101861905335
1269,"health,insurance,benefits",0,47,0.0,0.037801101861905335
1296,"hearing,aid,ratings",0,47,0.0,0.037801101861905335
1043,"etf,stocks,to,buy",1,47,0.02127659574468085,0.037801101861905335
1929,"online,nursing,schools",0,47,0.0,0.037801101861905335
1153,"free,printable,coupons",1,47,0.02127659574468085,0.037801101861905335
2437,"top,5,stocks,to,buy,now",0,46,0.0,0.03699682309888607
2514,"toyota,highlander",4,46,0.08695652173913043,0.03699682309888607
1375,"hospital,healthcare,plans",0,46,0.0,0.03699682309888607
122,"2019,medicare,advantage,plans",2,46,0.043478260869565216,0.03699682309888607
2468,"top,migraine,triggers",1,46,0.021739130434782608,0.03699682309888607
1329,"highest,cd,interest,rates",0,46,0.0,0.03699682309888607
302,"apply,online,for,credit,card",1,46,0.021739130434782608,0.03699682309888607
1854,"nissan,kicks",14,46,0.30434782608695654,0.03699682309888607
1457,"individual,health,insurance",1,46,0.021739130434782608,0.03699682309888607
62,"10,dividend,stocks,to,buy",1,45,0.022222222222222223,0.036192544335866814
784,"cheap,small,motorhomes,for,sale",0,45,0.0,0.036192544335866814
362,"best,burger,discounts",0,45,0.0,0.036192544335866814
1806,"new,passport,requirements",0,45,0.0,0.036192544335866814
1435,"how,to,lose,stomach,fat",0,45,0.0,0.036192544335866814
577,"best,rated,medicare,plans",1,45,0.022222222222222223,0.036192544335866814
155,"5,best,foods,to,lose,weight",0,44,0.0,0.03538826557284755
1980,"phlebotomy,certification,classes",22,44,0.5,0.03538826557284755
2403,"top,10,steak,restaurants",0,44,0.0,0.03538826557284755
1090,"first,generation,scholarship",4,44,0.09090909090909091,0.03538826557284755
1039,"equestrian,scholarships",0,44,0.0,0.03538826557284755
1638,"medicare,dental,coverage",2,44,0.045454545454545456,0.03538826557284755
1799,"new,nissan,murano",11,44,0.25,0.03538826557284755
1472,"investing,for,beginners",0,43,0.0,0.034583986809828285
1962,"penny,stocks,to,buy",0,43,0.0,0.034583986809828285
2197,"scholarships,for,nursing,students",1,43,0.023255813953488372,0.034583986809828285
832,"cna,classes,online",16,43,0.37209302325581395,0.034583986809828285
1653,"medicare,part,b,cost,for,2018",0,43,0.0,0.034583986809828285
107,"2018,tax,return",0,43,0.0,0.034583986809828285
1064,"fees,for,reverse,mortgage",1,43,0.023255813953488372,0.034583986809828285
751,"cheap,costco,products",0,42,0.0,0.03377970804680902
1707,"military,college,grants",0,42,0.0,0.03377970804680902
1741,"native,american,college,grants",2,42,0.047619047619047616,0.03377970804680902
1102,"for,sale,by,owner",0,42,0.0,0.03377970804680902
1220,"grants,for,married,students",0,42,0.0,0.03377970804680902
1123,"free,college,courses,online",0,42,0.0,0.03377970804680902
2203,"scholarships,for,students",1,42,0.023809523809523808,0.03377970804680902
1607,"medicaid,coverage,options",1,41,0.024390243902439025,0.03297542928378976
